,address,bookmarks,categories,district,link,location,price_range,title
457,尖沙咀科學館道14號新文華中心地下82-83 及85號舖,8.2K,"['西班牙菜', '酒']",Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-iberians-%E5%B0%96%E6%B2%99%E5%92%80-%E8%A5%BF%E7%8F%AD%E7%89%99%E8%8F%9C-%E9%85%92-r705620,Kowloon,$201-400,Iberians
458,尖沙咀河內道18號K11 Art Mall3樓314號舖,11.4K,"['日本菜', '燒烤']",Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-%E7%81%AB%E5%9C%9F%E7%87%92%E8%82%89-%E5%B0%96%E6%B2%99%E5%92%80-%E6%97%A5%E6%9C%AC%E8%8F%9C-%E7%87%92%E7%83%A4-r755959,Kowloon,$201-400,火土燒肉 Hearth Yakiniku by ATUM
459,尖沙咀麼地道34號地下G舖,17.5K,"['西式', 'All Day Breakfast']",Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-n1-coffee-co-%E5%B0%96%E6%B2%99%E5%92%80-%E8%A5%BF%E5%BC%8F-all-day-breakfast-r167735,Kowloon,$50以下,N1 Coffee & Co.
460,尖沙咀漆咸道南29-31號溫莎大廈地舖,10.1K,"['西班牙菜', '甜品/糖水']",Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-twist-buckle-churros-specialists-%E5%B0%96%E6%B2%99%E5%92%80-%E8%A5%BF%E7%8F%AD%E7%89%99%E8%8F%9C-%E7%94%9C%E5%93%81-%E7%B3%96%E6%B0%B4-r676225,Kowloon,$50以下,"TWIST & BUCKLE, Churros Specialists"
461,尖沙咀河內道18號K11購物藝術館G23舖,8.9K,"['法國菜', '甜品/糖水']",Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-paul-lafayet-%E5%B0%96%E6%B2%99%E5%92%80-%E6%B3%95%E5%9C%8B%E8%8F%9C-%E7%94%9C%E5%93%81-%E7%B3%96%E6%B0%B4-r39176,Kowloon,$50以下,Paul Lafayet
462,尖沙咀柯士甸道107號地舖,8.4K,"['西式', '麵包店']",Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-%E5%A4%9A%E7%BE%8E%E6%84%8F%E9%A4%85%E5%B1%8B-%E5%B0%96%E6%B2%99%E5%92%80-%E8%A5%BF%E5%BC%8F-%E9%BA%B5%E5%8C%85%E5%BA%97-r49857,Kowloon,$50以下,多美意餅屋 Domie Cake Shop
463,尖沙咀西九文化區藝術公園地下GF-07號舖,8.3K,"['西式', 'All Day Breakfast']",Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-hooman-by-the-sea-%E5%B0%96%E6%B2%99%E5%92%80-%E8%A5%BF%E5%BC%8F-all-day-breakfast-r630118,Kowloon,$50以下,Hooman by the Sea (西九文化區)
464,尖沙咀天星碼頭1樓KP-41舖,7.1K,"['西式', '咖啡店']",Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-arabica-%E5%B0%96%E6%B2%99%E5%92%80-%E8%A5%BF%E5%BC%8F-r532645,Kowloon,$50以下,% Arabica (天星碼頭)
465,尖沙咀麼地道67號半島中心1樓115號舖,5.3K,"['西式', '三文治']",Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-i-cafe-%E5%B0%96%E6%B2%99%E5%92%80-%E8%A5%BF%E5%BC%8F-all-day-breakfast-r20110,Kowloon,$50以下,I Café
466,尖沙咀彌敦道176The Nate號地舖,5.2K,"['意大利菜', '甜品/糖水']",Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-gelato-go-%E5%B0%96%E6%B2%99%E5%92%80-%E6%84%8F%E5%A4%A7%E5%88%A9%E8%8F%9C-%E9%9B%AA%E7%B3%95-%E4%B9%B3%E9%85%AA-r650514,Kowloon,$50以下,Gelato-go
467,尖沙咀加拿芬道8-12E號嘉芬大廈B座地下G舖,5.2K,"['西式', '小食店']",Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-potato-corner-%E5%B0%96%E6%B2%99%E5%92%80-%E8%A5%BF%E5%BC%8F-r524229,Kowloon,$50以下,Potato Corner
468,尖沙咀梳士巴利道18號Victoria Dockside K11 Musea 2樓221號舖,3.3K,"['西式', '咖啡店']",Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-blooms-coffee-%E5%B0%96%E6%B2%99%E5%92%80-%E8%A5%BF%E5%BC%8F-r642048,Kowloon,$50以下,Blooms Coffee (K11 Musea)
469,尖沙咀梳士巴利道18號Victoria Dockside K11 Musea B2樓B205號舖,3K,"['法國菜', '麵包店']",Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-gontran-cherrier-bakery-%E5%B0%96%E6%B2%99%E5%92%80-%E6%B3%95%E5%9C%8B%E8%8F%9C-%E9%BA%B5%E5%8C%85%E5%BA%97-r703636,Kowloon,$50以下,Gontran Cherrier (Bakery)
470,尖沙咀梳士巴利道18號Victoria Dockside K11 Musea地下K06號舖,2.6K,"['西式', '咖啡店']",Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-arabica-%E5%B0%96%E6%B2%99%E5%92%80-%E8%A5%BF%E5%BC%8F-r651267,Kowloon,$50以下,% Arabica (K11 Musea)
471,尖沙咀廣東道3-27號海港城海洋中心3樓Kiosk 9,2.5K,"['西式', '西式糕點']",Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-cookie-dpt-%E5%B0%96%E6%B2%99%E5%92%80-%E8%A5%BF%E5%BC%8F-%E8%A5%BF%E5%BC%8F%E7%B3%95%E9%BB%9E-r693007,Kowloon,$50以下,Cookie DPT
472,尖沙咀河內道18號K11購物藝術館3樓Kiosk 51,2.2K,"['西式', '甜品/糖水']",Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-tea-express-bar-by-jrink-%E5%B0%96%E6%B2%99%E5%92%80-%E8%A5%BF%E5%BC%8F-%E6%B2%99%E5%BE%8B-r717438,Kowloon,$50以下,Tea Express Bar By Jrink
473,尖沙咀河內道18號K11購物藝術館B103舖,2.1K,"['西式', '麵包店']",Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-la-creation-de-gute-%E5%B0%96%E6%B2%99%E5%92%80-%E8%A5%BF%E5%BC%8F-all-day-breakfast-r39172,Kowloon,$50以下,La Creation de Gute
474,尖沙咀中間道15號H Zentre地下3號舖,6.1K,"['日本菜', '燒烤']",Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-%E4%B8%89%E9%83%8E%E3%80%82%E7%87%92%E8%82%89-%E5%B0%96%E6%B2%99%E5%92%80-%E6%97%A5%E6%9C%AC%E8%8F%9C-%E7%87%92%E7%83%A4-r708655,Kowloon,$401-800,三郎。燒肉 Saburo Japanese Yakiniku
475,尖沙咀加連威老道20-22號瑞生尖沙咀酒店4樓,11.1K,"['意大利菜', '多國菜']",Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-the-pearl-%E5%B0%96%E6%B2%99%E5%92%80-%E5%A4%9A%E5%9C%8B%E8%8F%9C-r686455,Kowloon,$201-400,The Pearl
476,尖沙咀廣東道100號彩星集團大廈8樓,12.2K,"['日本菜', '壽司/刺身']",Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-%E9%AE%A8%E8%99%95%E6%9D%BE%E6%88%B6-%E5%B0%96%E6%B2%99%E5%92%80-%E6%97%A5%E6%9C%AC%E8%8F%9C-%E5%A3%BD%E5%8F%B8-%E5%88%BA%E8%BA%AB-r14783,Kowloon,$201-400,鮨處松戶 (彩星集團大廈) Sushi Dokoro Matsudo (The Toy House)
477,尖沙咀彌敦道27-33號良士大廈地下F舖,11.1K,"['台灣菜', '台式飲品']",Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-%E9%B9%BF%E8%A7%92%E5%B7%B7-%E5%B0%96%E6%B2%99%E5%92%80-%E5%8F%B0%E7%81%A3%E8%8F%9C-%E5%8F%B0%E5%BC%8F%E9%A3%B2%E5%93%81-r540784,Kowloon,$50以下,鹿角巷 The Alley
478,尖沙咀柯士甸道122號麗斯中心地下高層,8.4K,"['粵菜 (廣東)', '中菜館']",Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-%E4%BD%8F%E5%AE%B6%E8%8F%9C-%E5%B0%96%E6%B2%99%E5%92%80-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-r148759,Kowloon,$50以下,住家菜 (柯士甸道) Home Feel (Austin Road)
479,尖沙咀樂道23號地下A舖,8.2K,"['滇菜 (雲南)', '粉麵/米線']",Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-%E6%98%9F%E6%9E%97%E5%B1%85%E9%9B%B2%E5%8D%97%E7%B1%B3%E7%B7%9A%E9%A4%90%E5%BB%B3-%E5%B0%96%E6%B2%99%E5%92%80-%E6%BB%87%E8%8F%9C-%E9%9B%B2%E5%8D%97-%E7%B2%89%E9%BA%B5-%E7%B1%B3%E7%B7%9A-r12807,Kowloon,$50以下,星林居雲南米線餐廳 Sing Lum Khui Sour & Spicy Rice Noodle Restaurant
480,尖沙咀樂道32-34號地舖,7.6K,"['台灣菜', '台式飲品']",Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-%E8%8A%B1%E6%96%91%E8%8C%B6%E7%A4%BE-%E5%B0%96%E6%B2%99%E5%92%80-%E5%8F%B0%E7%81%A3%E8%8F%9C-%E5%8F%B0%E5%BC%8F%E9%A3%B2%E5%93%81-r591611,Kowloon,$50以下,花斑茶社 (樂道) A Boutea (Lock Road)
481,尖沙咀樂道48號地下6A號舖,7.1K,"['滬菜 (上海)', '中式包點']",Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-%E7%A5%A5%E8%88%88%E8%A8%98%E4%B8%8A%E6%B5%B7%E7%94%9F%E7%85%8E%E5%8C%85-%E5%B0%96%E6%B2%99%E5%92%80-%E6%BB%AC%E8%8F%9C-%E4%B8%8A%E6%B5%B7-%E4%B8%AD%E5%BC%8F%E5%8C%85%E9%BB%9E-r483856,Kowloon,$50以下,祥興記上海生煎包 (樂道) Cheung Hing Kee Shanghai Pan-fried Buns (Lock Road)
482,尖沙咀金馬倫道19A號地舖,6.6K,"['台灣菜', '甜品/糖水']",Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-%E5%9A%90%E4%BB%99-%E5%B0%96%E6%B2%99%E5%92%80-%E5%8F%B0%E7%81%A3%E8%8F%9C-%E7%94%9C%E5%93%81-%E7%B3%96%E6%B0%B4-r640409,Kowloon,$50以下,嚐仙 T-Fresh
483,尖沙咀厚福街7D地舖,6.4K,"['川菜 (四川)', '車仔麵']",Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-%E5%B7%9D%E5%A9%86%E5%A9%86%E9%BA%BB%E8%BE%A3%E7%87%99-%E5%B0%96%E6%B2%99%E5%92%80-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E8%BB%8A%E4%BB%94%E9%BA%B5-r106670,Kowloon,$50以下,川婆婆麻辣燙
484,尖沙咀加拿芬道45-47號宏生大廈地下D1號舖,5.7K,"['台灣菜', '台式飲品']",Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-%E5%B0%8F%E9%BB%91%E7%B3%96-%E5%B0%96%E6%B2%99%E5%92%80-%E5%8F%B0%E7%81%A3%E8%8F%9C-%E5%8F%B0%E5%BC%8F%E9%A3%B2%E5%93%81-r604080,Kowloon,$50以下,小黑糖 (宏生大廈） Baroness （Houng Sun Building）
485,尖沙咀加拿分道15號C地下,5.7K,"['潮州菜', '粉麵/米線']",Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-%E9%9B%9E%E8%A8%98%E6%BD%AE%E5%B7%9E%E9%BA%B5%E9%A3%9F-%E5%B0%96%E6%B2%99%E5%92%80-%E6%BD%AE%E5%B7%9E%E8%8F%9C-%E7%B2%89%E9%BA%B5-%E7%B1%B3%E7%B7%9A-r8645,Kowloon,$50以下,雞記潮州麵食 Kai Kee Noodle
486,尖沙咀海防道390號熟食檔,5.6K,"['粵菜 (廣東)', '粉麵/米線']",Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-%E5%BE%B7%E7%99%BC%E7%89%9B%E4%B8%B8%E7%B2%89%E9%BA%B5-%E5%B0%96%E6%B2%99%E5%92%80-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E7%B2%89%E9%BA%B5-%E7%B1%B3%E7%B7%9A-r3505,Kowloon,$50以下,德發牛丸粉麵 Tak Fat Beef Ball
487,尖沙咀金馬倫道14號金輝大樓3樓,3.7K,"['滇菜 (雲南)', '粉麵/米線']",Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-%E6%98%9F%E6%9E%97%E5%B1%85%E9%85%B8%E8%BE%A3%E7%B1%B3%E7%B7%9A%E9%A4%90%E5%BB%B3-%E5%B0%96%E6%B2%99%E5%92%80-%E6%BB%87%E8%8F%9C-%E9%9B%B2%E5%8D%97-%E7%B2%89%E9%BA%B5-%E7%B1%B3%E7%B7%9A-r567337,Kowloon,$50以下,星林居酸辣米線餐廳 Sing Lum Khui Sour & Spicy Rice Noodle Restaurant
488,尖沙咀厚福街3號華博商業大廈地下2-3號舖,3.6K,"['台灣菜', '甜品/糖水']",Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-%E9%AE%AE%E8%8A%8B%E4%BB%99-%E5%B0%96%E6%B2%99%E5%92%80-%E5%8F%B0%E7%81%A3%E8%8F%9C-%E7%94%9C%E5%93%81-%E7%B3%96%E6%B0%B4-r681163,Kowloon,$50以下,鮮芋仙 Meet Fresh
489,尖沙咀厚福街9號豪華閣地下B號舖,3.2K,"['台灣菜', '台式飲品']",Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-%E8%8C%B6%E7%90%86%E5%8F%B2-%E5%B0%96%E6%B2%99%E5%92%80-%E5%8F%B0%E7%81%A3%E8%8F%9C-%E5%8F%B0%E5%BC%8F%E9%A3%B2%E5%93%81-r556460,Kowloon,$50以下,茶理史 Charles Tea Bar
490,尖沙咀柯士甸路17號豐樂大廈地下1號鋪,3K,"['京菜 (官府菜)', '雲吞/餃子']",Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-%E5%8C%97%E4%BA%AC%E6%B0%B4%E9%A4%83%E5%BA%97-%E5%B0%96%E6%B2%99%E5%92%80-%E4%BA%AC%E8%8F%9C-%E5%AE%98%E5%BA%9C%E8%8F%9C-%E9%9B%B2%E5%90%9E-%E9%A4%83%E5%AD%90-r546799,Kowloon,$50以下,北京水餃店 Beijing Dumplings Shop
491,尖沙咀白加士街20號永富大廈地舖,2.9K,"['滬菜 (上海)', '粉麵/米線']",Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-%E9%98%BF%E8%8A%B3%E4%B8%8A%E6%B5%B7%E9%A4%9B%E9%A3%A9-%E5%B0%96%E6%B2%99%E5%92%80-%E6%BB%AC%E8%8F%9C-%E4%B8%8A%E6%B5%B7-%E7%B2%89%E9%BA%B5-%E7%B1%B3%E7%B7%9A-r476762,Kowloon,$50以下,阿芳上海餛飩 Ah Fong Shanghai Wonton
492,尖沙咀中間道15號H Zentre地下3號舖,6.1K,"['日本菜', '燒烤']",Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-%E4%B8%89%E9%83%8E%E3%80%82%E7%87%92%E8%82%89-%E5%B0%96%E6%B2%99%E5%92%80-%E6%97%A5%E6%9C%AC%E8%8F%9C-%E7%87%92%E7%83%A4-r708655,Kowloon,$401-800,三郎。燒肉 Saburo Japanese Yakiniku
493,尖沙咀河內道18號K11 Art Mall3樓314號舖,11.4K,"['日本菜', '燒烤']",Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-%E7%81%AB%E5%9C%9F%E7%87%92%E8%82%89-%E5%B0%96%E6%B2%99%E5%92%80-%E6%97%A5%E6%9C%AC%E8%8F%9C-%E7%87%92%E7%83%A4-r755959,Kowloon,$201-400,火土燒肉 Hearth Yakiniku by ATUM
494,尖沙咀加連威老道20-22號瑞生尖沙咀酒店4樓,11.1K,"['意大利菜', '多國菜']",Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-the-pearl-%E5%B0%96%E6%B2%99%E5%92%80-%E5%A4%9A%E5%9C%8B%E8%8F%9C-r686455,Kowloon,$201-400,The Pearl
495,尖沙咀麼地道32號地下,23K,"['日本菜', '甜品/糖水']",Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-owls-choux-%E5%B0%96%E6%B2%99%E5%92%80-%E6%97%A5%E6%9C%AC%E8%8F%9C-%E9%9B%AA%E7%B3%95-%E4%B9%B3%E9%85%AA-r487858,Kowloon,$50以下,Owl's Choux
496,尖沙咀彌敦道100號The ONE 4樓L411號舖,8.8K,"['日本菜', '茶館']",Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-%E8%8C%B6%E5%A2%A8-%E5%B0%96%E6%B2%99%E5%92%80-%E6%97%A5%E6%9C%AC%E8%8F%9C-r599314,Kowloon,$50以下,茶墨 Tea Brush
497,尖沙咀廣東道17號海港城3樓city'super內,8.3K,"['日本菜', '甜品/糖水']",Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-sweets-house-cha-cha-%E5%B0%96%E6%B2%99%E5%92%80-%E6%97%A5%E6%9C%AC%E8%8F%9C-%E9%9B%AA%E7%B3%95-%E4%B9%B3%E9%85%AA-r54971,Kowloon,$50以下,Sweets House Cha Cha
498,尖沙咀科學館道14號新文華中心商場地下26號舖,5.3K,"['日本菜', '壽司/刺身']",Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-%E5%8B%81%E5%9B%9E%E5%91%B3-%E5%B0%96%E6%B2%99%E5%92%80-%E6%97%A5%E6%9C%AC%E8%8F%9C-%E5%A3%BD%E5%8F%B8-%E5%88%BA%E8%BA%AB-r130941,Kowloon,$50以下,勁回味
499,尖沙咀金巴利街5D號,2.6K,"['韓國菜', '烤肉']",Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-%E6%96%B0%E4%B8%96%E7%95%8C%E9%9F%93%E5%BC%8F%E9%A3%9F%E5%93%81-%E5%B0%96%E6%B2%99%E5%92%80-%E9%9F%93%E5%9C%8B%E8%8F%9C-%E9%9F%93%E7%87%92-r16973,Kowloon,$50以下,新世界韓式食品
500,尖沙咀金巴利街3號金利大廈地下,2.2K,['韓國菜'],Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-banchan-%E5%B0%96%E6%B2%99%E5%92%80-%E9%9F%93%E5%9C%8B%E8%8F%9C-r603264,Kowloon,$50以下,BANCHAN
501,尖沙咀加拿芬道35A(S)號發利大廈地舖,1.7K,"['泰國菜', '雪糕/乳酪']",Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-chatramue-%E5%B0%96%E6%B2%99%E5%92%80-%E6%B3%B0%E5%9C%8B%E8%8F%9C-%E9%9B%AA%E7%B3%95-%E4%B9%B3%E9%85%AA-r668667,Kowloon,$50以下,ChaTraMue
502,尖沙咀彌敦道118號Mira Mall地下G65號舖,1.7K,"['日本菜', '甜品/糖水']",Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-mille-mele-tokyo-%E5%B0%96%E6%B2%99%E5%92%80-%E6%97%A5%E6%9C%AC%E8%8F%9C-%E7%94%9C%E5%93%81-%E7%B3%96%E6%B0%B4-r674232,Kowloon,$50以下,Mille Mele Tokyo
503,尖沙咀金巴利街7-12號地下,1.5K,['韓國菜'],Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-otaste-%E5%B0%96%E6%B2%99%E5%92%80-%E9%9F%93%E5%9C%8B%E8%8F%9C-r575465,Kowloon,$50以下,O'taste
504,尖沙咀東部科學館道14號新文華中心地下62號舖,1.2K,"['日本菜', '咖喱']",Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-yo-roll-%E5%B0%96%E6%B2%99%E5%92%80-%E6%97%A5%E6%9C%AC%E8%8F%9C-%E5%92%96%E5%96%B1-r711257,Kowloon,$50以下,Yo Roll (新文華中心)
505,尖沙咀柯士甸道西1號圓方(Elements)1樓1027號舖,1K,"['日本菜', '麵包店']",Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-la-creation-chateraise-%E5%B0%96%E6%B2%99%E5%92%80-%E6%97%A5%E6%9C%AC%E8%8F%9C-%E9%BA%B5%E5%8C%85%E5%BA%97-r533925,Kowloon,$50以下,La Creation & Châteraisé
506,尖沙咀彌敦道100號The ONE LG1樓 AEON Supermarket 1號舖,982,"['日本菜', '小食店']",Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-okas-%E5%B0%96%E6%B2%99%E5%92%80-%E6%97%A5%E6%9C%AC%E8%8F%9C-r566654,Kowloon,$50以下,OKA'S
507,尖沙咀中間道15號全新H Zentre 地舖,736,"['日本菜', '網店/食品分銷']",Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-%E8%B0%B7%E8%BE%B0-%E5%B0%96%E6%B2%99%E5%92%80-%E6%97%A5%E6%9C%AC%E8%8F%9C-r683075,Kowloon,$50以下,谷辰 Guu San
508,尖沙咀港鐵尖沙咀站2號舖,668,"['日本菜', '麵包店']",Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-%E8%A5%BF%E6%A8%B9%E6%B3%A1%E8%8A%99-%E5%B0%96%E6%B2%99%E5%92%80-%E6%97%A5%E6%9C%AC%E8%8F%9C-%E7%94%9C%E5%93%81-%E7%B3%96%E6%B0%B4-r120098,Kowloon,$50以下,西樹泡芙 Chez Choux
509,尖沙咀柯士甸路15號金巴利大廈地下15A號舖,609,"['印度菜', '咖喱']",Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-kebabchi-%E5%B0%96%E6%B2%99%E5%92%80-%E4%B8%AD%E6%9D%B1%E8%8F%9C-%E5%92%96%E5%96%B1-r649705,Kowloon,$50以下,Kebabchi (金巴利大廈)
510,尖沙咀河內道18號K11 Art Mall3樓314號舖,11.4K,"['日本菜', '燒烤']",Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-%E7%81%AB%E5%9C%9F%E7%87%92%E8%82%89-%E5%B0%96%E6%B2%99%E5%92%80-%E6%97%A5%E6%9C%AC%E8%8F%9C-%E7%87%92%E7%83%A4-r755959,Kowloon,$201-400,火土燒肉 Hearth Yakiniku by ATUM
511,尖沙咀山林道29-31號廣利樓地下A號舖,16.1K,"['西式', '多國菜']",Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-%E5%9F%BA%E5%9C%B0-%E5%B0%96%E6%B2%99%E5%92%80-%E8%A5%BF%E5%BC%8F-r697155,Kowloon,$101-200,基地 Base Bar & Restaurant
512,尖沙咀彌敦道132號美麗華廣場1期地庫B131號舖,19.3K,"['日本菜', '西式']",Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-muta-restaurant-by-atum-%E5%B0%96%E6%B2%99%E5%92%80-%E8%A5%BF%E5%BC%8F-r736398,Kowloon,$101-200,MUTA Restaurant by ATUM
513,尖沙咀山林道8號地舖,30.1K,"['西式', '酒']",Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-%E6%A2%94%E5%AD%90-%E5%B0%96%E6%B2%99%E5%92%80-%E8%A5%BF%E5%BC%8F-%E9%85%92-r532356,Kowloon,$51-100,梔子 Zi
514,尖沙咀柯士甸道148號Page 148地舖,25.7K,"['西式', '咖啡店']",Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-page-common-%E5%B0%96%E6%B2%99%E5%92%80-%E8%A5%BF%E5%BC%8F-r588344,Kowloon,$51-100,Page Common
515,尖沙咀廣東道3-27號海港城海運大廈2樓OT215K號舖,23.4K,"['西式', '麵包店']",Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-lady-m-%E5%B0%96%E6%B2%99%E5%92%80-%E8%A5%BF%E5%BC%8F-%E9%BA%B5%E5%8C%85%E5%BA%97-r452485,Kowloon,$51-100,Lady M
516,尖沙咀梳士巴利道18號Victoria Dockside K11 Musea B2樓B207號舖,19.9K,"['法國菜', '麵包店']",Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-gontran-cherrier-restaurant-%E5%B0%96%E6%B2%99%E5%92%80-%E6%B3%95%E5%9C%8B%E8%8F%9C-%E9%BA%B5%E5%8C%85%E5%BA%97-r642594,Kowloon,$51-100,Gontran Cherrier (Restaurant)
517,尖沙咀柯士甸道154-156號花園大廈地下7B號舖,19.7K,"['西式', '素食']",Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-%E9%BD%8B%E5%95%A1-%E5%B0%96%E6%B2%99%E5%92%80-%E8%A5%BF%E5%BC%8F-%E7%B4%A0%E9%A3%9F-r671178,Kowloon,$51-100,齋啡 Vego Coffee
518,尖沙咀麼地道69號帝苑酒店大堂,16.4K,"['西式', '麵包店']",Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-%E5%B8%9D%E8%8B%91%E9%A4%85%E5%BA%97-%E5%B0%96%E6%B2%99%E5%92%80-%E8%A5%BF%E5%BC%8F-%E7%94%9C%E5%93%81-%E7%B3%96%E6%B0%B4-r778,Kowloon,$51-100,帝苑餅店 Fine Foods
519,尖沙咀亞士厘道18號馨樂庭亞士厘服務公寓3樓,16.4K,"['西式', 'All Day Breakfast']",Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-barista-caffe-%E5%B0%96%E6%B2%99%E5%92%80-%E8%A5%BF%E5%BC%8F-all-day-breakfast-r42091,Kowloon,$51-100,Barista Caffe
520,尖沙咀麼地道63號好時中心地下55號舖,12.6K,"['西式', 'All Day Breakfast']",Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-courage-eighteen-%E5%B0%96%E6%B2%99%E5%92%80-%E8%A5%BF%E5%BC%8F-all-day-breakfast-r558384,Kowloon,$51-100,Courage Eighteen
521,尖沙咀麼地道68號帝國中心地下G34號舖,12.1K,"['西式', '咖啡店']",Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-black-sugar-coffee-lifestyle-%E5%B0%96%E6%B2%99%E5%92%80-%E8%A5%BF%E5%BC%8F-r576053,Kowloon,$51-100,Black Sugar Coffee & Lifestyle
522,尖沙咀西九文化區藝術公園地下GF-04號舖,11.2K,"['西式', '咖啡店']",Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-%E5%94%9E%E5%94%9E-%E5%B0%96%E6%B2%99%E5%92%80-%E8%A5%BF%E5%BC%8F-r630062,Kowloon,$51-100,唞唞 Rest Coffee Gin
523,尖沙咀山林道22號瓊林閣地下A號舖,9.1K,"['西式', '咖啡店']",Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-the-frequency-%E5%B0%96%E6%B2%99%E5%92%80-%E8%A5%BF%E5%BC%8F-r696894,Kowloon,$51-100,The Frequency
524,尖沙咀梳士巴利道18號Victoria Dockside K11 Musea B1樓B112B號舖,8.9K,"['西式', '三文治']",Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-afternoon-tea-tearoom-%E5%B0%96%E6%B2%99%E5%92%80-%E8%A5%BF%E5%BC%8F-%E4%B8%89%E6%96%87%E6%B2%BB-r628726,Kowloon,$51-100,Afternoon Tea TEAROOM
525,尖沙咀廣東道3-27號海港城海洋中心3樓309號舖,7.9K,"['西式', '咖啡店']",Tsim Sha Tsui,https://www.openrice.com/zh/hongkong/r-cupping-room-coffee-roasters-%E5%B0%96%E6%B2%99%E5%92%80-%E8%A5%BF%E5%BC%8F-r695763,Kowloon,$51-100,Cupping Room Coffee Roasters (海港城)
